Id,ActivityHour,StepTotal,Calories,TotalIntensity,AverageIntensity,AvgHR
1503960366,2016-03-15T23:00:00Z,313,76,15,0.25,NA
1503960366,2016-03-16T00:00:00Z,0,48,0,0,NA
1503960366,2016-03-16T01:00:00Z,0,48,0,0,NA
1503960366,2016-03-16T02:00:00Z,4,50,1,0.016667,NA
1503960366,2016-03-16T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-16T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-16T05:00:00Z,0,49,0,0,NA
1503960366,2016-03-16T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-16T07:00:00Z,70,56,6,0.1,NA
1503960366,2016-03-16T08:00:00Z,490,91,27,0.45,NA
1503960366,2016-03-16T09:00:00Z,1513,125,27,0.45,NA
1503960366,2016-03-16T10:00:00Z,224,73,12,0.2,NA
1503960366,2016-03-16T11:00:00Z,874,105,36,0.6,NA
1503960366,2016-03-16T12:00:00Z,1451,124,34,0.566667,NA
1503960366,2016-03-16T13:00:00Z,329,79,16,0.266667,NA
1503960366,2016-03-16T14:00:00Z,61,61,3,0.05,NA
1503960366,2016-03-16T15:00:00Z,456,86,19,0.316667,NA
1503960366,2016-03-16T16:00:00Z,775,103,28,0.466667,NA
1503960366,2016-03-16T17:00:00Z,1446,122,43,0.716667,NA
1503960366,2016-03-16T18:00:00Z,2407,166,74,1.233333,NA
1503960366,2016-03-16T19:00:00Z,103,59,7,0.116667,NA
1503960366,2016-03-16T20:00:00Z,447,72,16,0.266667,NA
1503960366,2016-03-16T21:00:00Z,2120,146,49,0.816667,NA
1503960366,2016-03-16T22:00:00Z,273,78,18,0.3,NA
1503960366,2016-03-16T23:00:00Z,455,82,18,0.3,NA
1503960366,2016-03-17T00:00:00Z,263,70,11,0.183333,NA
1503960366,2016-03-17T01:00:00Z,23,50,1,0.016667,NA
1503960366,2016-03-17T02:00:00Z,7,49,1,0.016667,NA
1503960366,2016-03-17T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-17T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-17T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-17T06:00:00Z,0,49,0,0,NA
1503960366,2016-03-17T07:00:00Z,6,50,1,0.016667,NA
1503960366,2016-03-17T08:00:00Z,210,67,11,0.183333,NA
1503960366,2016-03-17T09:00:00Z,1530,125,27,0.45,NA
1503960366,2016-03-17T10:00:00Z,124,69,11,0.183333,NA
1503960366,2016-03-17T11:00:00Z,1803,148,54,0.9,NA
1503960366,2016-03-17T12:00:00Z,113,70,11,0.183333,NA
1503960366,2016-03-17T13:00:00Z,1124,113,23,0.383333,NA
1503960366,2016-03-17T14:00:00Z,1160,119,25,0.416667,NA
1503960366,2016-03-17T15:00:00Z,409,86,20,0.333333,NA
1503960366,2016-03-17T16:00:00Z,631,94,24,0.4,NA
1503960366,2016-03-17T17:00:00Z,203,66,5,0.083333,NA
1503960366,2016-03-17T18:00:00Z,396,76,15,0.25,NA
1503960366,2016-03-17T19:00:00Z,2165,158,64,1.066667,NA
1503960366,2016-03-17T20:00:00Z,147,75,16,0.266667,NA
1503960366,2016-03-17T21:00:00Z,2016,146,49,0.816667,NA
1503960366,2016-03-17T22:00:00Z,521,97,31,0.516667,NA
1503960366,2016-03-17T23:00:00Z,1176,118,35,0.583333,NA
1503960366,2016-03-18T00:00:00Z,389,76,13,0.216667,NA
1503960366,2016-03-18T01:00:00Z,112,58,6,0.1,NA
1503960366,2016-03-18T02:00:00Z,0,48,0,0,NA
1503960366,2016-03-18T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-18T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-18T05:00:00Z,4,49,1,0.016667,NA
1503960366,2016-03-18T06:00:00Z,19,51,2,0.033333,NA
1503960366,2016-03-18T07:00:00Z,0,49,0,0,NA
1503960366,2016-03-18T08:00:00Z,172,67,11,0.183333,NA
1503960366,2016-03-18T09:00:00Z,1952,147,36,0.6,NA
1503960366,2016-03-18T10:00:00Z,279,73,12,0.2,NA
1503960366,2016-03-18T11:00:00Z,207,72,12,0.2,NA
1503960366,2016-03-18T12:00:00Z,145,64,4,0.066667,NA
1503960366,2016-03-18T13:00:00Z,242,68,7,0.116667,NA
1503960366,2016-03-18T14:00:00Z,3160,207,86,1.433333,NA
1503960366,2016-03-18T15:00:00Z,852,101,33,0.55,NA
1503960366,2016-03-18T16:00:00Z,270,76,14,0.233333,NA
1503960366,2016-03-18T17:00:00Z,24,59,2,0.033333,NA
1503960366,2016-03-18T18:00:00Z,444,82,16,0.266667,NA
1503960366,2016-03-18T19:00:00Z,4093,238,110,1.833333,NA
1503960366,2016-03-18T20:00:00Z,1445,121,21,0.35,NA
1503960366,2016-03-18T21:00:00Z,332,72,14,0.233333,NA
1503960366,2016-03-18T22:00:00Z,13,54,2,0.033333,NA
1503960366,2016-03-18T23:00:00Z,390,74,12,0.2,NA
1503960366,2016-03-19T00:00:00Z,138,57,5,0.083333,NA
1503960366,2016-03-19T01:00:00Z,0,48,0,0,NA
1503960366,2016-03-19T02:00:00Z,0,48,0,0,NA
1503960366,2016-03-19T03:00:00Z,10,49,1,0.016667,NA
1503960366,2016-03-19T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-19T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-19T06:00:00Z,0,49,0,0,NA
1503960366,2016-03-19T07:00:00Z,53,52,2,0.033333,NA
1503960366,2016-03-19T08:00:00Z,538,92,28,0.466667,NA
1503960366,2016-03-19T09:00:00Z,3454,216,69,1.15,NA
1503960366,2016-03-19T10:00:00Z,2106,148,54,0.9,NA
1503960366,2016-03-19T11:00:00Z,1307,130,37,0.616667,NA
1503960366,2016-03-19T12:00:00Z,909,109,27,0.45,NA
1503960366,2016-03-19T13:00:00Z,303,74,13,0.216667,NA
1503960366,2016-03-19T14:00:00Z,150,71,14,0.233333,NA
1503960366,2016-03-19T15:00:00Z,123,61,6,0.1,NA
1503960366,2016-03-19T16:00:00Z,127,63,8,0.133333,NA
1503960366,2016-03-19T17:00:00Z,198,69,10,0.166667,NA
1503960366,2016-03-19T18:00:00Z,50,58,3,0.05,NA
1503960366,2016-03-19T19:00:00Z,533,92,26,0.433333,NA
1503960366,2016-03-19T20:00:00Z,433,86,22,0.366667,NA
1503960366,2016-03-19T21:00:00Z,75,58,6,0.1,NA
1503960366,2016-03-19T22:00:00Z,850,97,31,0.516667,NA
1503960366,2016-03-19T23:00:00Z,4067,234,111,1.85,NA
1503960366,2016-03-20T00:00:00Z,115,64,7,0.116667,NA
1503960366,2016-03-20T01:00:00Z,0,49,0,0,NA
1503960366,2016-03-20T02:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T07:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T08:00:00Z,0,48,0,0,NA
1503960366,2016-03-20T09:00:00Z,1109,119,36,0.6,NA
1503960366,2016-03-20T10:00:00Z,5000,294,113,1.883333,NA
1503960366,2016-03-20T11:00:00Z,1117,121,42,0.7,NA
1503960366,2016-03-20T12:00:00Z,312,82,20,0.333333,NA
1503960366,2016-03-20T13:00:00Z,343,80,18,0.3,NA
1503960366,2016-03-20T14:00:00Z,578,96,29,0.483333,NA
1503960366,2016-03-20T15:00:00Z,876,109,29,0.483333,NA
1503960366,2016-03-20T16:00:00Z,1373,116,22,0.366667,NA
1503960366,2016-03-20T17:00:00Z,1841,142,25,0.416667,NA
1503960366,2016-03-20T18:00:00Z,638,104,36,0.6,NA
1503960366,2016-03-20T19:00:00Z,718,109,40,0.666667,NA
1503960366,2016-03-20T20:00:00Z,421,76,14,0.233333,NA
1503960366,2016-03-20T21:00:00Z,78,55,4,0.066667,NA
1503960366,2016-03-20T22:00:00Z,57,57,3,0.05,NA
1503960366,2016-03-20T23:00:00Z,552,87,23,0.383333,NA
1503960366,2016-03-21T00:00:00Z,97,58,5,0.083333,NA
1503960366,2016-03-21T01:00:00Z,0,48,0,0,NA
1503960366,2016-03-21T02:00:00Z,0,48,0,0,NA
1503960366,2016-03-21T03:00:00Z,11,50,2,0.033333,NA
1503960366,2016-03-21T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-21T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-21T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-21T07:00:00Z,55,56,6,0.1,NA
1503960366,2016-03-21T08:00:00Z,1114,116,27,0.45,NA
1503960366,2016-03-21T09:00:00Z,1113,104,17,0.283333,NA
1503960366,2016-03-21T10:00:00Z,308,79,17,0.283333,NA
1503960366,2016-03-21T11:00:00Z,467,82,17,0.283333,NA
1503960366,2016-03-21T12:00:00Z,1884,142,51,0.85,NA
1503960366,2016-03-21T13:00:00Z,184,67,9,0.15,NA
1503960366,2016-03-21T14:00:00Z,298,79,19,0.316667,NA
1503960366,2016-03-21T15:00:00Z,497,83,16,0.266667,NA
1503960366,2016-03-21T16:00:00Z,355,83,20,0.333333,NA
1503960366,2016-03-21T17:00:00Z,588,99,31,0.516667,NA
1503960366,2016-03-21T18:00:00Z,1564,132,28,0.466667,NA
1503960366,2016-03-21T19:00:00Z,396,79,18,0.3,NA
1503960366,2016-03-21T20:00:00Z,99,67,11,0.183333,NA
1503960366,2016-03-21T21:00:00Z,172,70,14,0.233333,NA
1503960366,2016-03-21T22:00:00Z,371,81,20,0.333333,NA
1503960366,2016-03-21T23:00:00Z,447,79,16,0.266667,NA
1503960366,2016-03-22T00:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T01:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T02:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T03:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T05:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T06:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T07:00:00Z,0,47,0,0,NA
1503960366,2016-03-22T08:00:00Z,34,50,2,0.033333,NA
1503960366,2016-03-22T09:00:00Z,1732,135,26,0.433333,NA
1503960366,2016-03-22T10:00:00Z,497,90,24,0.4,NA
1503960366,2016-03-22T11:00:00Z,296,76,14,0.233333,NA
1503960366,2016-03-22T12:00:00Z,322,78,15,0.25,NA
1503960366,2016-03-22T13:00:00Z,657,95,24,0.4,NA
1503960366,2016-03-22T14:00:00Z,1657,134,44,0.733333,NA
1503960366,2016-03-22T15:00:00Z,455,80,13,0.216667,NA
1503960366,2016-03-22T16:00:00Z,278,71,9,0.15,NA
1503960366,2016-03-22T17:00:00Z,953,107,15,0.25,NA
1503960366,2016-03-22T18:00:00Z,1123,109,23,0.383333,NA
1503960366,2016-03-22T19:00:00Z,1479,120,22,0.366667,NA
1503960366,2016-03-22T20:00:00Z,366,83,22,0.366667,NA
1503960366,2016-03-22T21:00:00Z,349,74,14,0.233333,NA
1503960366,2016-03-22T22:00:00Z,4587,265,117,1.95,NA
1503960366,2016-03-22T23:00:00Z,351,71,10,0.166667,NA
1503960366,2016-03-23T00:00:00Z,14,53,2,0.033333,NA
1503960366,2016-03-23T01:00:00Z,50,53,3,0.05,NA
1503960366,2016-03-23T02:00:00Z,29,54,4,0.066667,NA
1503960366,2016-03-23T03:00:00Z,0,47,0,0,NA
1503960366,2016-03-23T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-23T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-23T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-23T07:00:00Z,82,56,6,0.1,NA
1503960366,2016-03-23T08:00:00Z,534,89,25,0.416667,NA
1503960366,2016-03-23T09:00:00Z,1623,133,24,0.4,NA
1503960366,2016-03-23T10:00:00Z,504,85,17,0.283333,NA
1503960366,2016-03-23T11:00:00Z,414,83,19,0.316667,NA
1503960366,2016-03-23T12:00:00Z,411,81,17,0.283333,NA
1503960366,2016-03-23T13:00:00Z,1226,114,37,0.616667,NA
1503960366,2016-03-23T14:00:00Z,2674,176,76,1.266667,NA
1503960366,2016-03-23T15:00:00Z,236,71,11,0.183333,NA
1503960366,2016-03-23T16:00:00Z,383,81,16,0.266667,NA
1503960366,2016-03-23T17:00:00Z,411,78,14,0.233333,NA
1503960366,2016-03-23T18:00:00Z,325,70,8,0.133333,NA
1503960366,2016-03-23T19:00:00Z,2937,183,80,1.333333,NA
1503960366,2016-03-23T20:00:00Z,1086,113,30,0.5,NA
1503960366,2016-03-23T21:00:00Z,61,57,5,0.083333,NA
1503960366,2016-03-23T22:00:00Z,119,65,10,0.166667,NA
1503960366,2016-03-23T23:00:00Z,413,81,19,0.316667,NA
1503960366,2016-03-24T00:00:00Z,311,82,23,0.383333,NA
1503960366,2016-03-24T01:00:00Z,0,48,0,0,NA
1503960366,2016-03-24T02:00:00Z,7,50,1,0.016667,NA
1503960366,2016-03-24T03:00:00Z,8,49,1,0.016667,NA
1503960366,2016-03-24T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-24T05:00:00Z,8,49,1,0.016667,NA
1503960366,2016-03-24T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-24T07:00:00Z,29,52,3,0.05,NA
1503960366,2016-03-24T08:00:00Z,553,100,36,0.6,NA
1503960366,2016-03-24T09:00:00Z,2041,149,43,0.716667,NA
1503960366,2016-03-24T10:00:00Z,90,66,8,0.133333,NA
1503960366,2016-03-24T11:00:00Z,63,63,7,0.116667,NA
1503960366,2016-03-24T12:00:00Z,1180,115,39,0.65,NA
1503960366,2016-03-24T13:00:00Z,770,104,36,0.6,NA
1503960366,2016-03-24T14:00:00Z,1320,123,41,0.683333,NA
1503960366,2016-03-24T15:00:00Z,504,84,17,0.283333,NA
1503960366,2016-03-24T16:00:00Z,210,84,26,0.433333,NA
1503960366,2016-03-24T17:00:00Z,526,84,14,0.233333,NA
1503960366,2016-03-24T18:00:00Z,66,61,5,0.083333,NA
1503960366,2016-03-24T19:00:00Z,75,59,3,0.05,NA
1503960366,2016-03-24T20:00:00Z,3858,225,107,1.783333,NA
1503960366,2016-03-24T21:00:00Z,1090,114,29,0.483333,NA
1503960366,2016-03-24T22:00:00Z,185,64,9,0.15,NA
1503960366,2016-03-24T23:00:00Z,294,71,12,0.2,NA
1503960366,2016-03-25T00:00:00Z,42,53,1,0.016667,NA
1503960366,2016-03-25T01:00:00Z,126,58,6,0.1,NA
1503960366,2016-03-25T02:00:00Z,5,49,1,0.016667,NA
1503960366,2016-03-25T03:00:00Z,7,49,1,0.016667,NA
1503960366,2016-03-25T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-25T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-25T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-25T07:00:00Z,40,52,3,0.05,NA
1503960366,2016-03-25T08:00:00Z,565,90,25,0.416667,NA
1503960366,2016-03-25T09:00:00Z,1545,125,28,0.466667,NA
1503960366,2016-03-25T10:00:00Z,309,76,14,0.233333,NA
1503960366,2016-03-25T11:00:00Z,1226,111,34,0.566667,NA
1503960366,2016-03-25T12:00:00Z,78,61,4,0.066667,NA
1503960366,2016-03-25T13:00:00Z,187,63,7,0.116667,NA
1503960366,2016-03-25T14:00:00Z,419,77,13,0.216667,NA
1503960366,2016-03-25T15:00:00Z,0,54,0,0,NA
1503960366,2016-03-25T16:00:00Z,427,82,17,0.283333,NA
1503960366,2016-03-25T17:00:00Z,435,77,14,0.233333,NA
1503960366,2016-03-25T18:00:00Z,238,70,11,0.183333,NA
1503960366,2016-03-25T19:00:00Z,135,62,6,0.1,NA
1503960366,2016-03-25T20:00:00Z,2590,171,71,1.183333,NA
1503960366,2016-03-25T21:00:00Z,2390,164,52,0.866667,NA
1503960366,2016-03-25T22:00:00Z,151,69,13,0.216667,NA
1503960366,2016-03-25T23:00:00Z,89,62,7,0.116667,NA
1503960366,2016-03-26T00:00:00Z,16,53,2,0.033333,NA
1503960366,2016-03-26T01:00:00Z,179,63,9,0.15,NA
1503960366,2016-03-26T02:00:00Z,0,47,0,0,NA
1503960366,2016-03-26T03:00:00Z,19,51,3,0.05,NA
1503960366,2016-03-26T04:00:00Z,0,48,0,0,NA
1503960366,2016-03-26T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-26T06:00:00Z,0,48,0,0,NA
1503960366,2016-03-26T07:00:00Z,0,48,0,0,NA
1503960366,2016-03-26T08:00:00Z,0,48,0,0,NA
1503960366,2016-03-26T09:00:00Z,69,58,7,0.116667,NA
1503960366,2016-03-26T10:00:00Z,394,82,21,0.35,NA
1503960366,2016-03-26T11:00:00Z,145,62,8,0.133333,NA
1503960366,2016-03-26T12:00:00Z,152,69,12,0.2,NA
1503960366,2016-03-26T13:00:00Z,393,82,21,0.35,NA
1503960366,2016-03-26T14:00:00Z,759,92,15,0.25,NA
1503960366,2016-03-26T15:00:00Z,828,103,29,0.483333,NA
1503960366,2016-03-26T16:00:00Z,5564,304,149,2.483333,NA
1503960366,2016-03-26T17:00:00Z,3053,197,87,1.45,NA
1503960366,2016-03-26T18:00:00Z,3785,226,102,1.7,NA
1503960366,2016-03-26T19:00:00Z,323,75,15,0.25,NA
1503960366,2016-03-26T20:00:00Z,207,71,14,0.233333,NA
1503960366,2016-03-26T21:00:00Z,252,76,19,0.316667,NA
1503960366,2016-03-26T22:00:00Z,785,110,39,0.65,NA
1503960366,2016-03-26T23:00:00Z,686,93,23,0.383333,NA
1503960366,2016-03-27T00:00:00Z,57,52,2,0.033333,NA
1503960366,2016-03-27T01:00:00Z,121,56,5,0.083333,NA
1503960366,2016-03-27T02:00:00Z,0,47,0,0,NA
1503960366,2016-03-27T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-27T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-27T05:00:00Z,0,48,0,0,NA
1503960366,2016-03-27T06:00:00Z,9,49,1,0.016667,NA
1503960366,2016-03-27T07:00:00Z,8,50,2,0.033333,NA
1503960366,2016-03-27T08:00:00Z,0,48,0,0,NA
1503960366,2016-03-27T09:00:00Z,393,81,20,0.333333,NA
1503960366,2016-03-27T10:00:00Z,5033,299,126,2.1,NA
1503960366,2016-03-27T11:00:00Z,321,67,11,0.183333,NA
1503960366,2016-03-27T12:00:00Z,100,61,5,0.083333,NA
1503960366,2016-03-27T13:00:00Z,684,96,28,0.466667,NA
1503960366,2016-03-27T14:00:00Z,652,95,27,0.45,NA
1503960366,2016-03-27T15:00:00Z,255,66,9,0.15,NA
1503960366,2016-03-27T16:00:00Z,99,61,7,0.116667,NA
1503960366,2016-03-27T17:00:00Z,214,76,17,0.283333,NA
1503960366,2016-03-27T18:00:00Z,540,92,28,0.466667,NA
1503960366,2016-03-27T19:00:00Z,2887,191,85,1.416667,NA
1503960366,2016-03-27T20:00:00Z,372,84,24,0.4,NA
1503960366,2016-03-27T21:00:00Z,461,90,26,0.433333,NA
1503960366,2016-03-27T22:00:00Z,367,76,15,0.25,NA
1503960366,2016-03-27T23:00:00Z,163,63,8,0.133333,NA
1503960366,2016-03-28T00:00:00Z,152,63,10,0.166667,NA
1503960366,2016-03-28T01:00:00Z,16,50,1,0.016667,NA
1503960366,2016-03-28T02:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T03:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T05:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T06:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T07:00:00Z,0,47,0,0,NA
1503960366,2016-03-28T08:00:00Z,91,55,4,0.066667,NA
1503960366,2016-03-28T09:00:00Z,1801,140,30,0.5,NA
1503960366,2016-03-28T10:00:00Z,209,68,8,0.133333,NA
1503960366,2016-03-28T11:00:00Z,242,70,10,0.166667,NA
1503960366,2016-03-28T12:00:00Z,198,69,9,0.15,NA
1503960366,2016-03-28T13:00:00Z,3422,207,70,1.166667,NA
1503960366,2016-03-28T14:00:00Z,1116,105,33,0.55,NA
1503960366,2016-03-28T15:00:00Z,281,72,10,0.166667,NA
1503960366,2016-03-28T16:00:00Z,228,68,10,0.166667,NA
1503960366,2016-03-28T17:00:00Z,135,71,14,0.233333,NA
1503960366,2016-03-28T18:00:00Z,252,78,19,0.316667,NA
1503960366,2016-03-28T19:00:00Z,3298,209,90,1.5,NA
1503960366,2016-03-28T20:00:00Z,872,99,18,0.3,NA
1503960366,2016-03-28T21:00:00Z,81,62,7,0.116667,NA
1503960366,2016-03-28T22:00:00Z,196,69,12,0.2,NA
1503960366,2016-03-28T23:00:00Z,641,94,26,0.433333,NA
1503960366,2016-03-29T00:00:00Z,0,51,0,0,NA
1503960366,2016-03-29T01:00:00Z,242,68,13,0.216667,NA
1503960366,2016-03-29T02:00:00Z,15,50,2,0.033333,NA
1503960366,2016-03-29T03:00:00Z,0,48,0,0,NA
1503960366,2016-03-29T04:00:00Z,0,47,0,0,NA
1503960366,2016-03-29T05:00:00Z,6,49,1,0.016667,NA
1503960366,2016-03-29T06:00:00Z,21,49,1,0.016667,NA
1503960366,2016-03-29T07:00:00Z,53,52,3,0.05,NA
1503960366,2016-03-29T08:00:00Z,185,65,10,0.166667,NA
1503960366,2016-03-29T09:00:00Z,1580,132,32,0.533333,NA
